OrderID,OrderDate,Product,Category,CustomerID,Region,Country,Quantity,UnitPrice,Revenue,Discount,Profit
O01583,2023-03-07,Tennis Racket,Sports,C0787,North,USA,2,255,510,10,83.92
O01584,2023-07-19,Toaster,Home & Kitchen,C0582,West,Germany,2,197,394,0,91.42
O01585,2023-12-14,Tablet,Electronics,C0160,South,India,4,276,1104,15,280.34
O01586,2023-09-30,Hair Dryer,Beauty,C0581,North,India,2,350,700,0,195.56
O01587,2023-01-20,Headphones,Electronics,C0390,North,India,4,354,1416,20,204.8
O01588,2023-05-02,Smartphone,Electronics,C0027,West,UK,2,465,930,15,84.29
O01589,2023-03-13,Sneakers,Fashion,C0546,East,Germany,5,167,835,20,80.8
O01590,2023-02-14,Laptop,Electronics,C0306,West,Canada,3,85,255,10,47.21
O01591,2023-04-27,Air Purifier,Home & Kitchen,C0321,South,UK,3,337,1011,0,260.85
O01592,2023-07-20,Vacuum Cleaner,Home & Kitchen,C0238,North,India,2,280,560,20,94.35
O01593,2023-10-18,Smartwatch,Electronics,C0399,East,USA,4,166,664,15,99.32
O01594,2023-11-23,Lipstick,Beauty,C0598,East,India,1,454,454,10,67.36
O01595,2023-12-23,Perfume,Beauty,C0120,West,USA,5,192,960,15,114.3
O01596,2023-09-18,Perfume,Beauty,C0346,South,India,1,61,61,0,8.42
O01597,2023-01-04,Headphones,Electronics,C0379,South,India,5,239,1195,10,189.0
O01598,2023-01-23,Hair Dryer,Beauty,C0621,West,Germany,4,178,712,15,117.41
O01599,2023-01-29,Yoga Mat,Sports,C0770,East,USA,5,39,195,0,29.98
O01600,2023-05-10,Jacket,Fashion,C0764,West,UK,2,127,254,0,49.98
O01601,2023-01-10,Air Purifier,Home & Kitchen,C0682,West,USA,4,489,1956,5,439.12
O01602,2023-01-21,Lipstick,Beauty,C0228,North,UK,2,271,542,0,90.15
O01603,2023-04-20,Face Cream,Beauty,C0656,South,Germany,3,354,1062,10,275.69
O01604,2023-02-19,Laptop,Electronics,C0667,North,Germany,5,204,1020,0,127.39
O01605,2023-06-17,Cookware Set,Home & Kitchen,C0047,North,Germany,3,413,1239,15,298.7
O01606,2023-12-02,Handbag,Fashion,C0497,South,Canada,1,313,313,5,80.48
O01607,2023-05-10,Mixer,Home & Kitchen,C0261,West,Canada,3,393,1179,10,202.76
O01608,2023-01-20,Hair Dryer,Beauty,C0586,North,India,3,434,1302,15,120.06
O01609,2023-09-13,Hair Dryer,Beauty,C0378,West,Canada,4,464,1856,20,285.19
O01610,2023-12-09,Mixer,Home & Kitchen,C0037,South,UK,4,319,1276,10,327.99
O01611,2023-04-10,Yoga Mat,Sports,C0653,East,Canada,2,275,550,0,129.06
O01612,2023-07-04,Tennis Racket,Sports,C0540,South,India,1,366,366,20,48.01
O01613,2023-05-12,Face Cream,Beauty,C0410,South,USA,5,312,1560,15,188.28
O01614,2023-10-26,Hair Dryer,Beauty,C0340,South,Canada,3,345,1035,20,226.3
O01615,2023-11-25,Shampoo,Beauty,C0130,North,India,3,140,420,15,99.2
O01616,2023-12-13,Headphones,Electronics,C0125,South,USA,3,50,150,0,26.49
O01617,2023-01-13,Face Cream,Beauty,C0564,West,Germany,1,272,272,10,50.41
O01618,2023-12-20,Perfume,Beauty,C0631,South,Canada,3,131,393,5,82.94
O01619,2023-11-26,Air Purifier,Home & Kitchen,C0726,West,India,5,394,1970,10,488.42
O01620,2023-02-14,Tennis Racket,Sports,C0440,East,Canada,2,500,1000,0,195.49
O01621,2023-03-31,Hair Dryer,Beauty,C0210,East,India,2,400,800,5,89.62
O01622,2023-03-14,Sneakers,Fashion,C0277,West,USA,3,244,732,20,62.06
O01623,2023-10-29,Dumbbells,Sports,C0225,South,USA,1,330,330,10,65.63
O01624,2023-12-04,T-shirt,Fashion,C0268,South,USA,5,194,970,15,111.89
O01625,2023-09-08,Sneakers,Fashion,C0162,South,Canada,4,394,1576,20,321.34
O01626,2023-07-04,Air Purifier,Home & Kitchen,C0776,East,Germany,4,398,1592,20,301.42
O01627,2023-05-01,Football,Sports,C0416,South,UK,5,152,760,10,111.42
O01628,2023-12-31,Football,Sports,C0482,South,USA,1,104,104,0,21.09
O01629,2023-06-20,Jeans,Fashion,C0182,West,UK,2,185,370,10,88.14
O01630,2023-10-02,Handbag,Fashion,C0120,West,Canada,4,481,1924,0,567.3
O01631,2023-02-03,T-shirt,Fashion,C0552,West,India,1,287,287,10,54.81
O01632,2023-07-31,Lipstick,Beauty,C0683,South,Canada,3,47,141,10,35.95
O01633,2023-01-31,Vacuum Cleaner,Home & Kitchen,C0429,North,UK,4,436,1744,20,139.64
O01634,2023-03-01,Toaster,Home & Kitchen,C0150,East,Canada,5,311,1555,10,201.64
O01635,2023-08-02,Tennis Racket,Sports,C0192,South,India,5,389,1945,10,415.98
O01636,2023-07-05,Toaster,Home & Kitchen,C0722,North,USA,5,392,1960,15,241.55
O01637,2023-02-20,Dumbbells,Sports,C0554,South,UK,5,181,905,0,129.4
O01638,2023-05-27,Face Cream,Beauty,C0546,South,UK,4,30,120,0,15.11
O01639,2023-03-11,Toaster,Home & Kitchen,C0698,North,Germany,3,381,1143,10,200.76
O01640,2023-12-26,Running Shoes,Sports,C0334,East,USA,5,443,2215,15,509.56
O01641,2023-06-10,Yoga Mat,Sports,C0575,West,USA,3,446,1338,10,264.18
O01642,2023-01-11,Cookware Set,Home & Kitchen,C0478,North,Germany,3,32,96,10,17.59
O01643,2023-05-05,Lipstick,Beauty,C0473,North,UK,2,99,198,15,24.7
O01644,2023-08-27,Cookware Set,Home & Kitchen,C0581,North,Canada,1,412,412,0,74.93
O01645,2023-06-15,Yoga Mat,Sports,C0397,West,Canada,3,193,579,15,56.26
O01646,2023-09-20,Sneakers,Fashion,C0362,North,UK,2,160,320,0,85.66
O01647,2023-01-30,Jacket,Fashion,C0339,East,USA,5,379,1895,5,355.07
O01648,2023-02-05,Headphones,Electronics,C0748,North,India,3,320,960,20,89.29
O01649,2023-09-25,Hair Dryer,Beauty,C0725,West,Germany,3,386,1158,0,342.9
O01650,2023-11-09,Smartphone,Electronics,C0355,South,UK,3,174,522,0,94.61
O01651,2023-12-23,Smartphone,Electronics,C0587,East,Germany,4,197,788,15,89.71
O01652,2023-05-26,Headphones,Electronics,C0328,North,Canada,3,170,510,20,73.58
O01653,2023-09-18,Dumbbells,Sports,C0605,South,USA,3,212,636,10,58.64
O01654,2023-09-30,Yoga Mat,Sports,C0234,East,Canada,4,357,1428,10,163.08
O01655,2023-11-08,Perfume,Beauty,C0055,East,Germany,1,120,120,5,28.63
O01656,2023-10-31,Dumbbells,Sports,C0062,East,Canada,2,458,916,10,177.38
O01657,2023-11-03,Running Shoes,Sports,C0062,South,UK,3,497,1491,15,174.32
O01658,2023-07-28,Sneakers,Fashion,C0242,East,UK,3,76,228,15,26.4
O01659,2023-02-17,Jeans,Fashion,C0350,North,UK,4,132,528,10,113.97
O01660,2023-04-11,Perfume,Beauty,C0298,East,India,1,200,200,15,46.31
O01661,2023-07-07,Running Shoes,Sports,C0772,East,Germany,5,404,2020,15,386.44
O01662,2023-11-13,Cookware Set,Home & Kitchen,C0794,North,USA,5,53,265,10,54.76
O01663,2023-06-21,Handbag,Fashion,C0676,West,Canada,1,442,442,20,65.12
O01664,2023-09-29,Perfume,Beauty,C0727,East,UK,4,407,1628,15,140.56
O01665,2023-07-16,Mixer,Home & Kitchen,C0117,West,UK,3,325,975,10,135.71
O01666,2023-01-03,Jacket,Fashion,C0546,North,Canada,4,483,1932,15,388.95
O01667,2023-12-30,Tennis Racket,Sports,C0658,North,Germany,2,169,338,0,99.19
O01668,2023-06-10,Face Cream,Beauty,C0271,South,UK,3,94,282,5,71.55
O01669,2023-04-08,Hair Dryer,Beauty,C0610,West,Germany,4,196,784,0,156.45
O01670,2023-02-26,Yoga Mat,Sports,C0720,North,Canada,5,313,1565,20,148.53
O01671,2023-08-19,Shampoo,Beauty,C0466,South,Canada,5,88,440,0,70.33
O01672,2023-01-29,Laptop,Electronics,C0600,South,UK,5,41,205,0,36.43
O01673,2023-07-03,T-shirt,Fashion,C0573,East,Canada,5,401,2005,5,471.62
O01674,2023-06-27,Vacuum Cleaner,Home & Kitchen,C0583,South,Canada,2,207,414,10,38.01
O01675,2023-12-28,Perfume,Beauty,C0022,East,Germany,2,57,114,5,24.62
O01676,2023-04-03,Hair Dryer,Beauty,C0686,East,USA,3,454,1362,10,145.89
O01677,2023-08-19,Hair Dryer,Beauty,C0128,North,USA,2,181,362,10,33.31
O01678,2023-06-19,Toaster,Home & Kitchen,C0369,West,USA,5,369,1845,15,192.44
O01679,2023-10-22,Jacket,Fashion,C0706,North,Germany,3,469,1407,15,339.77
O01680,2023-08-05,Cookware Set,Home & Kitchen,C0259,West,Germany,2,218,436,15,76.7
O01681,2023-06-07,Tennis Racket,Sports,C0071,East,UK,5,286,1430,5,393.71
O01682,2023-07-29,Toaster,Home & Kitchen,C0318,West,Germany,3,105,315,0,53.24
O01683,2023-09-29,Mixer,Home & Kitchen,C0634,North,India,4,91,364,15,43.54
O01684,2023-12-21,Vacuum Cleaner,Home & Kitchen,C0737,East,India,2,242,484,0,116.09
O01685,2023-06-23,Perfume,Beauty,C0056,South,India,4,167,668,20,82.86
O01686,2024-01-01,Tablet,Electronics,C0399,North,India,2,139,278,10,25.53
O01687,2023-05-10,Toaster,Home & Kitchen,C0526,East,Canada,2,366,732,0,131.71
O01688,2023-06-07,Toaster,Home & Kitchen,C0101,North,Canada,2,284,568,10,148.7
O01689,2023-01-05,Lipstick,Beauty,C0474,North,UK,4,214,856,15,132.92
O01690,2023-07-18,Tablet,Electronics,C0106,South,USA,3,300,900,0,196.74
O01691,2023-10-12,Smartphone,Electronics,C0625,South,USA,1,257,257,10,34.4
O01692,2023-01-28,Sneakers,Fashion,C0169,South,USA,3,191,573,15,51.13
O01693,2023-09-26,Cookware Set,Home & Kitchen,C0735,West,USA,1,76,76,20,17.26
O01694,2023-03-17,Face Cream,Beauty,C0277,North,Canada,2,151,302,0,68.05
O01695,2023-05-15,Yoga Mat,Sports,C0799,North,India,1,458,458,10,59.59
O01696,2023-03-13,Cookware Set,Home & Kitchen,C0332,West,USA,3,210,630,20,57.82
O01697,2023-08-21,Sneakers,Fashion,C0125,South,Germany,3,376,1128,15,147.03
O01698,2023-03-04,Dumbbells,Sports,C0181,South,UK,3,318,954,10,108.69
O01699,2023-12-08,Cookware Set,Home & Kitchen,C0219,South,Canada,5,272,1360,15,320.38
O01700,2023-12-08,Vacuum Cleaner,Home & Kitchen,C0333,West,UK,4,75,300,20,54.14
O01701,2023-04-11,Face Cream,Beauty,C0741,South,India,1,260,260,20,51.73
O01702,2023-04-13,Football,Sports,C0130,West,UK,1,154,154,0,27.71
O01703,2023-06-25,Sneakers,Fashion,C0036,West,Germany,4,185,740,15,98.25
O01704,2023-10-20,Smartwatch,Electronics,C0708,North,India,1,116,116,10,28.52
O01705,2023-04-16,Football,Sports,C0188,North,Canada,4,63,252,0,49.82
O01706,2023-09-01,Lipstick,Beauty,C0461,East,UK,5,221,1105,15,205.68
O01707,2023-09-22,Tennis Racket,Sports,C0441,South,India,1,23,23,15,4.97
O01708,2023-07-26,Running Shoes,Sports,C0731,North,UK,2,34,68,20,15.86
O01709,2023-08-30,Lipstick,Beauty,C0671,East,Canada,4,35,140,10,17.83
O01710,2023-09-11,Handbag,Fashion,C0256,North,Germany,3,307,921,5,243.48
O01711,2023-12-05,Running Shoes,Sports,C0536,West,Germany,4,97,388,10,58.0
O01712,2023-12-04,Vacuum Cleaner,Home & Kitchen,C0043,North,UK,3,296,888,20,167.23
O01713,2023-09-24,Tennis Racket,Sports,C0551,West,USA,2,257,514,0,96.63
O01714,2023-05-07,Headphones,Electronics,C0200,South,India,4,414,1656,0,487.88
O01715,2023-12-05,Jeans,Fashion,C0285,West,Germany,4,369,1476,5,156.49
O01716,2023-06-09,Cookware Set,Home & Kitchen,C0394,West,UK,4,458,1832,5,299.28
O01717,2023-05-02,Perfume,Beauty,C0235,North,UK,2,422,844,5,226.57
O01718,2023-02-22,Dumbbells,Sports,C0355,East,Canada,1,395,395,15,61.37
O01719,2023-01-18,Tablet,Electronics,C0649,West,USA,1,163,163,0,23.12
O01720,2023-04-17,Shampoo,Beauty,C0775,West,Canada,3,91,273,20,27.88
O01721,2023-12-15,Hair Dryer,Beauty,C0779,East,India,3,198,594,15,81.64
O01722,2023-11-21,Running Shoes,Sports,C0094,North,Canada,5,135,675,5,124.45
O01723,2023-12-27,Hair Dryer,Beauty,C0266,North,UK,3,171,513,10,53.36
O01724,2023-06-02,Shampoo,Beauty,C0717,North,UK,3,448,1344,0,284.1
O01725,2023-08-23,Dumbbells,Sports,C0601,West,India,5,445,2225,10,464.69
O01726,2023-05-15,Running Shoes,Sports,C0299,South,Germany,2,493,986,5,177.69
O01727,2023-07-01,Running Shoes,Sports,C0199,North,Germany,5,301,1505,0,298.84
O01728,2023-06-13,T-shirt,Fashion,C0666,North,USA,5,281,1405,5,177.76
O01729,2023-03-29,Football,Sports,C0204,North,India,3,106,318,20,57.29
O01730,2023-04-16,Mixer,Home & Kitchen,C0053,North,UK,1,350,350,0,44.79
O01731,2023-07-11,Sneakers,Fashion,C0051,East,Canada,4,479,1916,10,257.42
O01732,2023-07-13,Yoga Mat,Sports,C0192,West,USA,1,209,209,10,32.3
O01733,2023-08-12,Yoga Mat,Sports,C0264,East,Germany,1,449,449,15,48.49
O01734,2023-11-30,Yoga Mat,Sports,C0401,South,UK,1,480,480,15,112.78
O01735,2023-09-25,Hair Dryer,Beauty,C0432,West,USA,3,128,384,0,75.33
O01736,2023-11-25,Jacket,Fashion,C0546,North,Germany,5,435,2175,0,345.42
O01737,2023-02-11,Laptop,Electronics,C0507,East,UK,4,165,660,5,142.64
O01738,2023-06-30,Yoga Mat,Sports,C0587,North,Germany,5,440,2200,10,391.6
O01739,2023-01-28,Vacuum Cleaner,Home & Kitchen,C0550,North,USA,4,112,448,10,88.3
O01740,2023-06-12,Vacuum Cleaner,Home & Kitchen,C0410,East,India,1,412,412,10,108.27
O01741,2023-09-09,Toaster,Home & Kitchen,C0653,South,India,1,95,95,20,15.25
O01742,2023-05-21,Jeans,Fashion,C0669,North,Canada,2,455,910,5,208.79
O01743,2023-04-12,Smartwatch,Electronics,C0595,North,UK,4,31,124,15,16.7
O01744,2023-07-14,Jacket,Fashion,C0260,East,USA,2,150,300,20,28.83
O01745,2023-12-21,Handbag,Fashion,C0545,West,Germany,2,418,836,10,128.65
O01746,2023-10-04,Smartwatch,Electronics,C0454,East,USA,1,495,495,0,117.95
O01747,2023-12-31,Perfume,Beauty,C0285,North,USA,4,269,1076,20,139.98
O01748,2023-08-29,Laptop,Electronics,C0686,West,India,5,112,560,10,70.36
O01749,2023-05-10,Sneakers,Fashion,C0683,West,Canada,5,118,590,20,68.96
O01750,2023-07-06,Yoga Mat,Sports,C0774,South,USA,5,309,1545,20,298.86
O01751,2023-06-11,Handbag,Fashion,C0400,East,Germany,3,28,84,15,17.07
O01752,2023-11-17,Air Purifier,Home & Kitchen,C0142,East,India,2,188,376,15,69.14
O01753,2023-12-06,Laptop,Electronics,C0344,South,UK,4,189,756,15,95.01
O01754,2023-05-17,Shampoo,Beauty,C0189,West,India,5,213,1065,15,215.13
O01755,2023-12-25,Shampoo,Beauty,C0253,North,USA,1,253,253,20,59.85
O01756,2023-08-03,Hair Dryer,Beauty,C0025,West,Germany,1,57,57,0,7.51
O01757,2023-01-12,T-shirt,Fashion,C0167,South,UK,5,272,1360,0,267.83
O01758,2023-03-21,T-shirt,Fashion,C0005,East,UK,1,49,49,20,4.54
O01759,2023-05-28,Headphones,Electronics,C0234,South,USA,5,41,205,20,22.05
O01760,2023-08-26,Sneakers,Fashion,C0125,South,UK,5,33,165,20,15.61
O01761,2023-04-09,Smartwatch,Electronics,C0351,East,Canada,5,281,1405,20,298.22
O01762,2023-10-29,Dumbbells,Sports,C0758,South,India,5,166,830,15,201.92
O01763,2023-11-09,Smartwatch,Electronics,C0633,West,Canada,2,397,794,15,134.5
O01764,2023-04-16,Yoga Mat,Sports,C0490,East,USA,1,400,400,0,82.78
O01765,2023-12-05,Smartphone,Electronics,C0023,West,India,2,215,430,10,39.8
O01766,2023-08-24,Perfume,Beauty,C0575,East,India,5,65,325,10,75.34
O01767,2023-05-31,Smartphone,Electronics,C0789,North,UK,1,313,313,10,38.56
O01768,2023-06-02,Smartphone,Electronics,C0080,South,UK,2,148,296,15,39.92
O01769,2023-11-18,Perfume,Beauty,C0194,West,India,1,25,25,5,5.68
O01770,2023-08-19,Handbag,Fashion,C0643,North,UK,4,292,1168,15,177.97
O01771,2023-05-01,Face Cream,Beauty,C0434,West,UK,3,97,291,0,47.5
O01772,2023-08-05,Jacket,Fashion,C0795,North,USA,1,158,158,0,34.97
O01773,2023-02-09,Jeans,Fashion,C0715,West,Germany,5,168,840,5,218.6
O01774,2023-05-09,Jeans,Fashion,C0430,East,USA,3,292,876,0,188.38
O01775,2023-05-08,Laptop,Electronics,C0052,South,UK,1,36,36,15,8.48
O01776,2023-05-31,Face Cream,Beauty,C0373,West,UK,1,98,98,0,11.61
O01777,2023-10-02,Yoga Mat,Sports,C0442,East,USA,4,436,1744,15,163.0
O01778,2023-05-11,Yoga Mat,Sports,C0529,East,India,1,97,97,15,10.04
O01779,2023-08-01,Shampoo,Beauty,C0371,West,USA,1,445,445,5,84.25
O01780,2023-03-01,Handbag,Fashion,C0681,North,USA,5,40,200,0,24.48
O01781,2023-11-06,Sneakers,Fashion,C0124,East,USA,1,436,436,15,52.14
O01782,2023-01-06,Yoga Mat,Sports,C0390,South,Germany,1,91,91,15,17.33
O01783,2023-05-31,Dumbbells,Sports,C0113,South,Canada,5,483,2415,5,521.08
O01784,2023-01-17,Vacuum Cleaner,Home & Kitchen,C0426,East,USA,4,335,1340,20,298.15
O01785,2023-12-06,Headphones,Electronics,C0302,South,Germany,5,382,1910,15,430.7
O01786,2023-12-19,Tennis Racket,Sports,C0452,North,UK,3,269,807,0,213.49
O01787,2023-03-18,Laptop,Electronics,C0530,East,India,4,229,916,5,126.79
O01788,2023-07-06,Laptop,Electronics,C0295,South,Canada,4,453,1812,5,428.93
O01789,2023-03-16,Yoga Mat,Sports,C0443,East,Germany,5,306,1530,20,213.27
O01790,2023-09-18,Dumbbells,Sports,C0477,North,Canada,5,253,1265,20,297.09
O01791,2023-09-18,Running Shoes,Sports,C0502,North,USA,2,345,690,5,161.24
O01792,2023-03-12,Perfume,Beauty,C0384,West,USA,2,126,252,10,50.72
O01793,2023-11-06,Smartphone,Electronics,C0756,South,USA,5,72,360,15,87.36
O01794,2023-05-17,Football,Sports,C0385,North,Canada,4,262,1048,10,167.81
O01795,2023-07-27,Lipstick,Beauty,C0297,South,Canada,3,333,999,15,135.12
O01796,2023-05-28,Smartphone,Electronics,C0330,West,USA,1,238,238,15,39.34
O01797,2023-08-16,Toaster,Home & Kitchen,C0672,North,Canada,4,495,1980,0,324.38
O01798,2023-06-16,Toaster,Home & Kitchen,C0202,South,Canada,3,311,933,10,164.46
O01799,2023-04-28,Yoga Mat,Sports,C0622,North,USA,3,191,573,20,69.96
O01800,2023-10-27,Jeans,Fashion,C0223,South,USA,4,377,1508,15,218.01
O01801,2023-07-20,Toaster,Home & Kitchen,C0521,East,USA,5,29,145,0,37.51
O01802,2023-01-24,Mixer,Home & Kitchen,C0454,South,Germany,5,443,2215,0,294.47
O01803,2023-04-03,T-shirt,Fashion,C0274,East,Canada,2,207,414,15,67.86
O01804,2023-11-16,Cookware Set,Home & Kitchen,C0411,South,USA,2,92,184,20,33.1
O01805,2023-11-21,Tennis Racket,Sports,C0473,West,UK,5,249,1245,0,277.75
O01806,2023-06-20,Air Purifier,Home & Kitchen,C0773,North,UK,4,178,712,15,130.23
O01807,2023-12-02,Jacket,Fashion,C0262,East,Germany,1,292,292,0,50.07
O01808,2023-04-16,Jacket,Fashion,C0724,North,UK,5,388,1940,20,331.66
O01809,2023-05-17,Air Purifier,Home & Kitchen,C0496,North,Canada,5,284,1420,10,267.51
O01810,2023-03-12,Lipstick,Beauty,C0097,West,India,4,173,692,5,129.82
O01811,2023-02-09,Tennis Racket,Sports,C0177,West,USA,4,75,300,10,39.32
O01812,2023-08-30,Air Purifier,Home & Kitchen,C0222,East,USA,3,191,573,15,112.98
O01813,2023-08-14,Vacuum Cleaner,Home & Kitchen,C0023,North,USA,1,328,328,20,73.43
O01814,2023-12-01,Lipstick,Beauty,C0736,South,India,5,333,1665,20,290.09
O01815,2023-04-10,Handbag,Fashion,C0790,East,Canada,3,201,603,5,106.0
O01816,2023-03-15,Sneakers,Fashion,C0694,South,UK,3,231,693,0,92.06
O01817,2023-09-11,Tablet,Electronics,C0455,South,USA,1,364,364,5,88.04
O01818,2023-04-16,Smartphone,Electronics,C0176,North,Germany,4,290,1160,0,208.2
O01819,2023-05-22,Jeans,Fashion,C0042,South,India,1,26,26,15,2.76
O01820,2023-09-22,T-shirt,Fashion,C0715,South,India,2,473,946,20,211.88
O01821,2023-11-19,Football,Sports,C0093,South,UK,2,238,476,5,73.01
O01822,2023-02-04,Lipstick,Beauty,C0299,North,UK,5,24,120,0,25.5
O01823,2023-09-14,Perfume,Beauty,C0751,South,USA,1,142,142,5,23.52
O01824,2023-09-15,Handbag,Fashion,C0128,West,Germany,5,177,885,15,176.66
O01825,2023-12-17,Smartphone,Electronics,C0765,East,USA,4,267,1068,15,237.41
O01826,2023-05-19,Shampoo,Beauty,C0183,North,UK,5,497,2485,0,359.96
O01827,2023-03-25,Smartphone,Electronics,C0719,North,Germany,2,57,114,15,19.18
O01828,2023-05-14,Vacuum Cleaner,Home & Kitchen,C0694,North,Canada,1,268,268,20,45.22
O01829,2023-03-29,Jeans,Fashion,C0092,West,India,1,41,41,5,7.17
O01830,2023-04-02,Running Shoes,Sports,C0633,North,USA,4,433,1732,5,358.6
O01831,2023-02-08,Face Cream,Beauty,C0180,East,USA,3,432,1296,10,313.15
O01832,2023-05-28,T-shirt,Fashion,C0687,West,India,5,484,2420,10,278.88
O01833,2023-10-24,Football,Sports,C0549,East,USA,1,169,169,20,19.94
O01834,2023-02-28,Shampoo,Beauty,C0250,East,UK,4,312,1248,15,117.63
O01835,2023-02-27,Jeans,Fashion,C0364,North,USA,4,116,464,10,53.18
O01836,2023-09-20,Mixer,Home & Kitchen,C0713,West,UK,4,165,660,10,127.47
O01837,2023-06-09,Handbag,Fashion,C0637,North,UK,3,477,1431,20,320.23
O01838,2023-01-22,Toaster,Home & Kitchen,C0706,North,Germany,5,46,230,15,39.08
O01839,2023-12-10,Headphones,Electronics,C0385,East,USA,3,433,1299,5,227.7
O01840,2023-09-28,Football,Sports,C0596,West,UK,2,136,272,5,26.38
O01841,2023-05-20,Vacuum Cleaner,Home & Kitchen,C0380,East,Germany,2,156,312,15,66.9
O01842,2023-02-06,Toaster,Home & Kitchen,C0162,East,Germany,3,322,966,5,121.16
O01843,2023-03-06,Tablet,Electronics,C0671,West,Canada,2,272,544,0,71.39
O01844,2023-05-26,Dumbbells,Sports,C0587,South,USA,4,175,700,5,169.56
O01845,2023-05-22,Smartwatch,Electronics,C0414,East,USA,3,488,1464,5,204.55
O01846,2023-02-28,Football,Sports,C0790,West,Germany,2,181,362,5,37.78
O01847,2023-01-31,Jeans,Fashion,C0643,West,Canada,5,253,1265,10,301.84
O01848,2023-03-01,Yoga Mat,Sports,C0091,North,Germany,2,192,384,0,51.63
O01849,2023-03-09,Football,Sports,C0412,East,UK,4,228,912,0,251.36
O01850,2023-01-04,Tablet,Electronics,C0547,North,India,3,149,447,15,106.45
O01851,2023-09-02,Shampoo,Beauty,C0744,East,Germany,4,378,1512,0,317.24
O01852,2023-02-27,Running Shoes,Sports,C0695,West,UK,5,242,1210,5,256.03
O01853,2023-10-05,Tablet,Electronics,C0334,East,USA,4,45,180,0,50.11
O01854,2023-09-21,Yoga Mat,Sports,C0020,South,UK,4,353,1412,15,187.26
O01855,2023-03-15,Jacket,Fashion,C0757,South,India,3,268,804,20,146.3
O01856,2023-11-23,Toaster,Home & Kitchen,C0653,South,UK,4,136,544,0,87.1
O01857,2023-09-15,Smartwatch,Electronics,C0176,North,Germany,2,190,380,15,52.26
O01858,2023-06-26,Dumbbells,Sports,C0419,West,Canada,4,297,1188,0,350.52
O01859,2023-02-08,Jacket,Fashion,C0387,West,Germany,2,130,260,15,59.36
O01860,2023-04-30,Tablet,Electronics,C0455,East,Canada,5,482,2410,5,330.19
O01861,2023-05-25,Shampoo,Beauty,C0353,South,Germany,5,423,2115,15,209.98
O01862,2023-06-23,Jacket,Fashion,C0208,South,Germany,1,159,159,0,37.21
O01863,2023-04-23,Mixer,Home & Kitchen,C0045,West,USA,1,222,222,5,24.23
O01864,2023-10-29,Shampoo,Beauty,C0569,North,Canada,1,104,104,20,10.74
O01865,2023-07-10,Shampoo,Beauty,C0095,East,India,2,133,266,15,63.05
O01866,2023-03-26,Headphones,Electronics,C0366,North,USA,4,364,1456,10,221.94
O01867,2023-09-01,Jeans,Fashion,C0485,East,USA,2,96,192,10,38.94
O01868,2023-01-04,Shampoo,Beauty,C0277,South,Canada,5,353,1765,0,223.01
O01869,2023-10-20,Mixer,Home & Kitchen,C0417,West,Canada,2,457,914,15,190.29
O01870,2023-02-03,Smartwatch,Electronics,C0169,South,India,3,357,1071,5,155.45
O01871,2023-04-14,Perfume,Beauty,C0299,South,USA,5,399,1995,10,346.35
O01872,2023-11-03,Running Shoes,Sports,C0767,North,Germany,1,204,204,15,47.12
O01873,2023-05-09,Tennis Racket,Sports,C0048,South,UK,1,32,32,15,4.86
O01874,2023-12-02,Smartwatch,Electronics,C0487,North,USA,1,48,48,5,13.36
O01875,2023-07-11,Perfume,Beauty,C0671,South,Germany,1,396,396,0,115.06
O01876,2023-04-26,Mixer,Home & Kitchen,C0614,East,Canada,4,132,528,0,57.64
O01877,2023-03-15,Handbag,Fashion,C0256,South,UK,1,251,251,10,64.87
O01878,2023-01-22,Face Cream,Beauty,C0230,East,UK,3,190,570,10,93.89
O01879,2023-02-11,Running Shoes,Sports,C0344,North,Canada,5,166,830,20,197.62
O01880,2023-10-05,Yoga Mat,Sports,C0507,South,USA,5,62,310,15,38.7
O01881,2023-05-31,Tablet,Electronics,C0001,North,UK,3,436,1308,15,239.95
O01882,2023-12-20,Tablet,Electronics,C0277,North,Germany,1,461,461,5,128.11
O01883,2023-11-03,Mixer,Home & Kitchen,C0274,South,Canada,5,38,190,10,32.47
O01884,2023-07-27,T-shirt,Fashion,C0749,South,India,5,325,1625,5,392.33
O01885,2023-11-20,Face Cream,Beauty,C0490,North,UK,2,189,378,5,87.15
O01886,2023-10-22,Vacuum Cleaner,Home & Kitchen,C0167,North,USA,4,33,132,20,10.59
O01887,2023-10-11,Toaster,Home & Kitchen,C0037,East,India,4,296,1184,15,214.48
O01888,2023-05-23,Jacket,Fashion,C0336,East,USA,5,82,410,10,103.03
O01889,2023-10-14,Jacket,Fashion,C0640,West,Germany,2,475,950,0,126.81
O01890,2023-02-24,Jeans,Fashion,C0349,East,UK,5,40,200,10,37.51
O01891,2023-10-07,Perfume,Beauty,C0008,North,Canada,4,268,1072,5,259.54
O01892,2023-08-09,Jacket,Fashion,C0228,North,India,4,272,1088,10,276.81
O01893,2023-12-06,Mixer,Home & Kitchen,C0089,South,Germany,4,121,484,10,66.95
O01894,2023-08-31,Handbag,Fashion,C0549,East,Canada,5,46,230,20,25.66
O01895,2023-11-09,Smartphone,Electronics,C0362,West,UK,3,115,345,15,40.58
O01896,2023-03-13,Jeans,Fashion,C0684,East,India,4,58,232,20,25.35
O01897,2023-04-16,Yoga Mat,Sports,C0158,West,UK,4,179,716,10,97.08
